pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr11:-:62712769:TE	6.46	7.59	5.20	4.24	OVERLAP
chr11:-:62712636:TE	6.02	6.96	4.67	2.61	OVERLAP
chr1:-:93156259:TE	0.88	1.56	1.87	3.37	OVERLAP
chr1:-:93156154:TE	0.00	1.12	0.00	0.43	OVERLAP
chr5:+:123188050:TE	4.70	4.91	3.07	5.22	OK
chr5:+:123194260:TE	2.06	2.57	2.53	2.28	OK
chr4:+:54298092:TE	1.47	0.00	0.00	0.00	OVERLAP
chr4:+:54298244:TE	0.88	2.01	0.93	1.85	OVERLAP
chr15:-:28111426:TE	3.23	2.34	3.20	3.04	OVERLAP
chr15:-:28111282:TE	5.73	5.91	3.11	3.48	OVERLAP
chr7:+:121340975:TE	5.88	2.45	2.53	0.54	OVERLAP
chr7:+:121341103:TE	2.06	1.34	0.93	0.98	OVERLAP
chr7:+:129427212:TE	2.13	1.12	1.47	0.43	OK
chr7:+:129430210:TE	13.66	7.81	13.00	7.83	OK
chr12:+:82479162:TE	12.71	19.64	8.27	15.15	OVERLAP
chr12:+:82479249:TE	1.47	0.22	0.40	0.87	OVERLAP
chr17:+:75706756:TE	17.04	11.94	40.75	40.92	OK
chr17:+:75707674:TE	7.64	2.68	5.67	7.28	OVERLAP
chr17:+:75708013:TE	3.23	8.33	9.33	19.64	OVERLAP
chr17:+:75708054:TE	2.64	8.26	5.02	14.67	OVERLAP
chr7:-:30014656:TE	0.29	1.00	0.40	0.87	OVERLAP
chr7:-:30014494:TE	0.00	1.12	0.13	0.22	OVERLAP
chr7:-:30013730:TE	0.88	0.45	1.33	0.22	OVERLAP
chr7:-:30013574:TE	2.06	0.45	0.53	0.54	OVERLAP
chr7:-:30013173:TE	1.18	1.34	0.13	0.54	OK
chr7:-:30012533:TE	0.59	1.79	1.47	0.43	OVERLAP
chr7:-:30012252:TE	5.58	4.02	1.60	2.17	OVERLAP
chr7:-:30010589:TE	24.68	68.85	15.73	20.65	OK
chr2:+:138014655:TE	2.64	6.53	4.67	5.11	OK
chr2:+:138016350:TE	0.88	1.12	0.53	0.76	OK
chr10:-:119168312:TE	0.59	0.67	1.60	0.65	OVERLAP
chr10:-:119168290:TE	0.00	0.22	1.33	0.98	OVERLAP
chr10:-:119168129:TE	7.05	4.69	7.47	3.04	OVERLAP
chr10:-:119168068:TE	0.00	0.67	1.20	0.87	OVERLAP
chr10:-:119168029:TE	3.64	1.67	2.13	2.17	OVERLAP
chr10:-:119167989:TE	0.88	2.01	1.07	1.52	OVERLAP
chr10:-:119167803:TE	2.35	4.46	8.27	5.11	OVERLAP
chr10:-:119167721:TE	1456.51	1393.50	809.02	914.24	OVERLAP
chr19:-:32879011:TE	4.11	3.79	8.00	6.90	OK
chr19:-:32875912:TE	2.09	0.89	3.67	0.87	OK
chr4:-:88261341:TE	2.64	5.64	3.93	4.89	OVERLAP
chr4:-:88261237:TE	0.29	0.22	1.33	0.65	OVERLAP
chr4:-:88261031:TE	2.06	3.12	2.93	2.53	OVERLAP
chr4:-:88257608:TE	7.20	9.00	10.73	9.51	OK
chr12:+:112022983:TE	45.13	110.73	76.28	109.61	OVERLAP
chr12:+:112023249:TE	0.00	1.34	0.53	0.98	OVERLAP
chr19:+:40591334:TE	0.88	1.34	2.80	3.95	OVERLAP
chr19:+:40591395:TE	148.82	125.57	115.23	137.08	OVERLAP
chr20:+:3038225:TE	1.18	0.67	1.47	0.98	OVERLAP
chr20:+:3038305:TE	1.47	4.91	4.00	3.91	OVERLAP
chr20:+:3038358:TE	13.08	54.94	32.27	39.60	OVERLAP
chr20:+:3038668:TE	40.26	26.77	33.61	22.52	OVERLAP
chr20:+:3039071:TE	0.88	0.89	2.13	1.41	OK
chr6:+:79699691:TE	1.76	0.45	0.40	0.54	OK
chr6:+:79700523:TE	0.59	3.46	1.33	4.89	OK
chr6:+:79702280:TE	13.52	26.89	8.55	11.52	OVERLAP
chr6:+:79702507:TE	9.11	14.51	9.87	11.52	OVERLAP
chr6:+:79703477:TE	2.64	0.22	0.40	0.33	OVERLAP
chr6:+:79703669:TE	4.85	3.71	6.13	5.22	OVERLAP
chr5:+:62627501:TE	1.18	0.22	0.00	0.22	OVERLAP
chr5:+:62627835:TE	0.88	2.01	2.67	3.04	OVERLAP
chr5:+:62628581:TE	17.48	20.31	19.00	18.48	OK
chr3:+:160433908:TE	41.73	77.29	56.33	69.70	OVERLAP
chr3:+:160433997:TE	16.01	30.35	26.40	27.82	OVERLAP
chr3:+:160434834:TE	0.88	3.01	1.73	2.21	OVERLAP
chr3:+:160434959:TE	120.71	97.11	164.67	159.15	OVERLAP
chr2:-:157531562:TE	0.59	1.12	0.40	0.76	OK
chr2:-:157526823:TE	0.00	0.89	1.07	0.22	OVERLAP
chr2:-:157526768:TE	0.88	3.12	1.33	1.90	OVERLAP
chr6:-:30700310:TE	0.51	0.17	1.05	0.84	OK
chr6:-:30699808:TE	2.89	2.59	4.60	2.01	OK
chr8:+:11323063:TE	1.47	2.68	3.07	3.04	OK
chr8:+:11323698:TE	0.29	1.56	1.20	1.85	OK
chr8:+:11325187:TE	2.35	0.67	2.67	1.85	OK
chr8:+:11327735:TE	2.06	4.24	9.60	5.43	OK
chr8:+:11328157:TE	1.47	3.12	5.73	3.26	OK
chr7:-:42917413:TE	463.56	633.46	469.05	638.77	OK
chr7:-:42916866:TE	8.82	14.58	13.47	16.19	OK
chr5:-:42800263:TE	2.06	1.56	0.67	0.54	OVERLAP
chr5:-:42800123:TE	28.21	26.48	7.73	8.48	OVERLAP
chr5:-:42799881:TE	90.90	61.60	48.53	54.48	OVERLAP
chr19:+:10689552:TE	0.29	1.61	0.67	1.85	OVERLAP
chr19:+:10689750:TE	0.88	1.12	0.67	0.87	OVERLAP
chr19:+:10689847:TE	17.58	29.76	32.74	42.60	OVERLAP
chr19:+:10692398:TE	28.25	28.79	40.13	49.40	OK
chr10:+:84216525:TE	0.88	2.23	1.47	1.41	OK
chr10:+:84217363:TE	3.62	4.02	4.93	4.35	OK
chr10:+:84218693:TE	2.06	0.89	1.47	0.98	OK
chr5:-:138557469:TE	4.23	1.94	0.80	0.54	OVERLAP
chr5:-:138557446:TE	0.08	0.67	1.07	0.43	OVERLAP
chr5:-:138557410:TE	1.18	1.34	2.40	1.52	OVERLAP
chr9:-:34252527:TE	3.23	0.67	2.95	2.55	OVERLAP
chr9:-:34252381:TE	0.88	1.45	1.07	2.07	OVERLAP
chr6:+:33276004:TE	0.74	0.60	3.73	3.73	OVERLAP
chr6:+:33276030:TE	1.93	1.45	1.62	1.19	OVERLAP
chr14:-:92014385:EX	1.47	0.45	0.27	0.11	OVERLAP
chr14:-:92014343:EX	6.61	6.14	4.76	1.58	OVERLAP
chr15:-:42158877:TE	0.29	1.12	1.73	0.76	OVERLAP
chr15:-:42158689:TE	13.96	9.62	14.60	19.45	OVERLAP
chr14:-:75083151:TE	1.47	2.90	3.47	2.39	OVERLAP
chr14:-:75082859:TE	2.06	1.12	3.93	3.48	OVERLAP
chr14:-:75082787:TE	0.59	0.89	2.40	2.07	OVERLAP
chr14:-:75082123:TE	19.10	40.84	47.66	41.38	OVERLAP
chr14:-:75081988:TE	0.00	0.67	1.47	1.09	OVERLAP
chr14:-:75081556:TE	1.18	0.45	0.53	0.11	OVERLAP
chr14:-:75081390:TE	0.59	1.34	1.47	0.11	OVERLAP
chr14:+:101765474:TE	2.06	2.01	0.80	1.52	OK
chr14:+:101766545:TE	2.94	5.36	6.80	7.28	OVERLAP
chr14:+:101766683:TE	8.52	10.94	13.13	14.89	OVERLAP
chr14:+:101766894:TE	0.00	0.45	0.13	1.30	OVERLAP
chr14:+:101767048:TE	0.29	2.45	0.80	4.78	OVERLAP
chr19:-:21807321:TE	0.59	0.00	1.40	0.49	OK
chr19:-:21806612:TE	0.88	1.34	0.47	0.49	OK
chr19:-:21804945:TE	4.11	2.23	3.00	2.93	OK
chr19:-:52033425:TE	0.88	2.90	1.33	1.79	OVERLAP
chr19:-:52033122:TE	1.18	1.34	2.00	1.52	OVERLAP
chr19:-:52031379:TE	3.82	13.61	13.47	18.26	OK
chr5:-:153992487:TE	5.00	5.80	10.67	6.30	OK
chr5:-:153991766:TE	4.11	2.68	1.60	1.96	OK
chr5:-:153990131:TE	2.35	4.46	2.53	5.98	OK
chr1:-:53852099:TE	0.29	0.45	1.73	2.07	OVERLAP
chr1:-:53851734:TE	11.90	21.20	11.09	29.83	OVERLAP
chrX:-:20128037:TE	0.29	0.67	1.33	0.54	OK
chrX:-:20127238:TE	34.29	47.54	97.60	125.86	OVERLAP
chrX:-:20127188:TE	0.29	0.89	1.07	0.98	OVERLAP
chrX:-:20127009:TE	24.67	25.52	41.76	36.91	OVERLAP
chrX:-:20126217:TE	3.38	8.67	9.33	9.42	OK
chrX:-:20125787:TE	8.37	14.39	16.83	11.79	OVERLAP
chrX:-:20125491:TE	6.17	9.37	8.27	5.11	OVERLAP
chrX:-:20124527:TE	63.32	42.07	72.16	54.85	OK
chr8:-:53966607:TE	2.50	0.56	3.00	0.92	OVERLAP
chr8:-:53966555:TE	211.37	268.98	238.45	192.38	OVERLAP
chr5:+:154053984:TE	1.18	0.45	0.67	0.54	OK
chr5:+:154055032:TE	1.76	2.90	3.60	2.28	OK
chr5:-:10679301:TE	4.41	1.12	1.87	0.76	OVERLAP
chr5:-:10679231:TE	84.17	69.09	120.91	78.31	OVERLAP
chr17:-:13496195:TE	14.40	5.36	10.73	4.89	OVERLAP
chr17:-:13495888:TE	19.98	22.99	12.58	11.12	OVERLAP
chr17:-:13495675:TE	1.18	1.34	1.20	0.79	OVERLAP
chr9:+:128693913:TE	49.73	43.53	128.01	87.62	OVERLAP
chr9:+:128693998:TE	4.70	6.03	3.47	1.96	OVERLAP
chr20:+:34080259:TE	40.40	38.42	109.62	64.14	OK
chr20:+:34084882:TE	0.88	1.12	0.93	0.60	OK
chr5:-:122066582:TE	4.11	3.79	0.40	1.52	OVERLAP
chr5:-:122066439:TE	7.35	15.18	4.00	4.13	OVERLAP
chr5:-:122066378:TE	2.06	2.01	0.67	0.65	OVERLAP
chr5:-:122064618:TE	1.18	1.79	0.00	0.11	OVERLAP
chr5:-:122064507:TE	30.46	37.83	17.22	20.22	OVERLAP
chr5:-:122064468:TE	0.59	1.34	0.40	1.09	OVERLAP
chr5:-:122063195:TE	10.58	23.21	3.87	11.41	OK
chr14:+:102500174:TE	7.05	12.05	7.33	6.14	OK
chr14:+:102502480:TE	1.79	2.45	4.13	5.25	OK
chr7:+:115018738:TE	20.23	29.24	15.87	24.78	OK
chr7:+:115019209:TE	0.88	0.89	0.93	2.07	OK
chr7:+:115019878:TE	2.35	1.34	0.53	0.76	OK
chr7:-:22945292:TE	1.18	5.36	3.22	4.58	OK
chr7:-:22944573:TE	1.18	0.67	0.67	1.09	OK
chr7:-:22941414:TE	4.70	2.23	4.80	3.15	OVERLAP
chr7:-:22941354:TE	0.59	2.23	0.53	0.54	OVERLAP
chr7:-:22941260:TE	1.47	2.68	1.73	2.17	OVERLAP
chr6:-:43305515:TE	1.47	2.01	2.70	2.93	OVERLAP
chr6:-:43305473:TE	8.23	10.04	13.33	12.72	OVERLAP
chr7:+:77940372:TE	0.00	1.36	0.93	0.65	OVERLAP
chr7:+:77940458:TE	13.25	24.33	2.13	3.71	OVERLAP
chr3:+:48444045:TE	17.34	22.32	20.56	22.72	OVERLAP
chr3:+:48444207:TE	135.24	224.24	183.80	406.35	OVERLAP
chr11:-:65854923:TE	16.56	39.68	51.06	50.81	OVERLAP
chr11:-:65854797:TE	19.30	16.04	24.27	32.15	OVERLAP
chr15:+:66548873:TE	2.64	2.68	4.13	2.61	OK
chr15:+:66549425:TE	0.88	0.89	1.47	0.87	OK
chr15:+:66550128:TE	4.11	3.35	3.27	5.00	OK
chr1:-:156934928:TE	0.59	0.45	1.07	0.87	OVERLAP
chr1:-:156934845:TE	12.34	32.58	8.87	15.32	OVERLAP
chr19:-:39539056:TE	3.23	0.45	1.73	1.41	OVERLAP
chr19:-:39538815:TE	55.21	89.55	76.14	82.09	OVERLAP
chr19:-:39538700:TE	55.32	20.02	40.07	15.92	OVERLAP
chr4:-:48136906:TE	1.18	0.22	0.27	0.43	OVERLAP
chr4:-:48136807:TE	3.23	2.45	2.13	2.07	OVERLAP
chr4:-:48135790:TE	0.29	1.12	0.67	0.22	OK
chr15:+:44561255:TE	0.59	0.67	0.80	1.01	OVERLAP
chr15:+:44561407:TE	1.91	2.45	9.38	4.89	OVERLAP
chr15:+:44561653:TE	4.55	2.79	7.08	6.34	OVERLAP
chr15:+:44561785:TE	1.47	1.34	0.67	0.33	OVERLAP
chr15:+:44562086:TE	26.15	25.18	46.60	34.20	OVERLAP
chr15:+:44562212:TE	6.76	5.13	7.20	8.15	OVERLAP
chr15:+:44562801:TE	31.83	34.40	26.93	26.97	OK
chr6:+:24533807:TE	15.28	9.00	5.73	5.49	OK
chr6:+:24537099:TE	0.59	1.56	1.33	0.87	OVERLAP
chr6:+:24537206:TE	16.75	24.98	29.47	24.13	OVERLAP
chr13:+:48480017:TE	5.88	1.56	1.07	0.54	OK
chr13:+:48481888:TE	49.76	74.20	69.18	74.43	OK
chr17:+:28361911:TE	1.76	0.45	0.80	0.43	OVERLAP
chr17:+:28362066:TE	12.08	15.85	21.00	27.80	OVERLAP
chr17:+:28362167:TE	0.29	0.45	1.20	1.30	OVERLAP
chr17:+:28362236:TE	4.41	7.92	8.56	7.09	OVERLAP
chr17:+:28363682:TE	3.82	0.89	5.60	3.80	OK
chr2:-:178465697:TE	0.29	2.23	0.40	0.65	OVERLAP
chr2:-:178465601:TE	11.17	34.37	9.07	18.15	OVERLAP
chr12:-:10606270:TE	9.26	8.93	16.20	12.34	OVERLAP
chr12:-:10606048:TE	0.00	0.45	0.00	1.12	OVERLAP
chr12:-:10606013:TE	48.44	55.54	61.41	75.53	OVERLAP
chr12:-:10605530:TE	0.59	2.34	1.60	1.41	OK
chr12:-:10604180:TE	3.23	4.46	2.53	3.70	OK
chr19:-:18306910:TE	183.97	92.54	249.60	227.84	OK
chr19:-:18306238:TE	7.05	4.91	10.27	10.98	OK
chr22:+:26491931:TE	11.85	13.50	25.47	30.76	OK
chr22:+:26494619:TE	3.23	2.45	5.20	5.11	OVERLAP
chr22:+:26494655:TE	3.09	2.23	6.04	5.54	OVERLAP
chr12:-:110492001:TE	2.35	4.02	9.73	9.67	OVERLAP
chr12:-:110491929:TE	186.14	206.99	194.57	208.39	OVERLAP
chr12:-:110491845:TE	8.82	5.58	7.48	4.46	OVERLAP
chr12:-:110491625:TE	95.77	70.86	63.51	62.37	OVERLAP
chr12:-:110491526:TE	24.68	12.27	11.87	14.13	OVERLAP
chr12:-:110491444:TE	0.88	0.89	0.93	1.20	OVERLAP
chr7:-:155502956:TE	1.47	5.36	6.98	4.24	OK
chr7:-:155501132:TE	0.00	0.89	1.87	2.07	OK
chr6:+:159778844:TE	1.18	0.89	2.13	2.39	OVERLAP
chr6:+:159778895:TE	30.07	31.91	29.60	44.25	OVERLAP
chr6:+:159778948:TE	2.64	1.12	0.93	0.76	OVERLAP
chr6:+:159779050:TE	43.44	38.05	37.40	45.41	OVERLAP
chr14:+:22877836:TE	1.18	2.68	2.00	1.74	OVERLAP
chr14:+:22878079:TE	12.34	7.59	13.33	10.71	OVERLAP
chr14:+:22881579:TE	5.29	6.70	4.17	7.06	OK
chr2:-:153477649:TE	0.00	1.67	1.07	0.22	OVERLAP
chr2:-:153477338:TE	69.35	75.77	59.27	37.06	OVERLAP
chr10:+:38054629:TE	1.18	0.22	0.80	0.65	OK
chr10:+:38056835:TE	4.70	0.45	2.00	1.30	OK
chr10:+:38060053:TE	28.00	13.24	13.63	10.23	OK
chr2:-:110178129:TE	0.59	1.12	0.27	0.87	OVERLAP
chr2:-:110178048:TE	2.64	4.69	3.87	6.52	OVERLAP
chr8:-:63015247:TE	2.35	0.45	2.27	2.61	OVERLAP
chr8:-:63015133:TE	2.94	2.45	4.00	4.27	OVERLAP
chr8:-:63015064:TE	188.36	209.93	161.29	189.22	OVERLAP
chr8:+:75032586:TE	3.23	4.46	2.93	3.80	OK
chr8:+:75033286:TE	8.82	18.56	8.20	9.13	OK
chr8:+:75034546:TE	2.09	1.56	0.67	0.33	OK
chr6:+:108522464:TE	1.47	4.24	2.40	5.65	OK
chr6:+:108525650:TE	0.29	1.34	0.53	0.65	OK
chr19:+:53354555:TE	6.46	5.58	5.60	5.43	OVERLAP
chr19:+:53354869:TE	0.29	2.45	0.53	3.37	OVERLAP
chr6:+:63580193:TE	2.94	1.12	1.60	1.41	OVERLAP
chr6:+:63580415:TE	0.88	0.45	1.07	0.98	OVERLAP
chr6:+:63580589:TE	5.58	1.79	1.60	1.74	OVERLAP
chr6:+:63580826:TE	12.05	9.37	7.33	7.93	OVERLAP
chr6:+:63581036:TE	0.59	3.57	1.33	2.41	OVERLAP
chr6:+:63581081:TE	2.06	2.68	1.47	1.52	OVERLAP
chr6:+:63581122:TE	1.18	3.35	1.47	3.04	OVERLAP
chr6:+:63581313:TE	0.00	0.78	0.80	1.52	OVERLAP
chr6:+:63581455:TE	86.72	120.14	113.00	146.14	OVERLAP
chr6:+:63581515:TE	1.47	0.45	0.67	0.87	OVERLAP
chr6:+:63582008:TE	0.88	3.57	1.73	1.96	OK
chr6:+:63582457:TE	15.13	38.11	20.62	36.63	OVERLAP
chr6:+:63582556:TE	1.18	0.67	1.07	0.98	OVERLAP
chr6:+:63583377:TE	29.46	38.83	54.70	41.11	OVERLAP
chr6:+:63583582:TE	2.06	3.12	2.67	3.04	OVERLAP
chr1:-:27534689:TE	2.64	1.56	0.27	0.22	OVERLAP
chr1:-:27534477:TE	0.00	2.01	0.13	1.52	OVERLAP
chr10:+:133420598:TE	0.00	0.22	1.20	1.30	OVERLAP
chr10:+:133420669:TE	0.59	0.45	4.53	4.02	OVERLAP
chr14:-:103519848:TE	3.38	3.38	6.13	4.24	OVERLAP
chr14:-:103519791:TE	0.00	0.67	1.20	0.87	OVERLAP
chr14:-:103519667:TE	1976.12	3119.46	3116.41	3152.17	OVERLAP
chr11:+:129859200:TE	8.96	12.05	4.40	5.65	OVERLAP
chr11:+:129859509:TE	4.11	2.45	1.07	1.74	OVERLAP
chr13:-:72759727:TE	2.35	2.23	0.40	1.52	OVERLAP
chr13:-:72759674:TE	0.29	1.56	0.67	0.87	OVERLAP
chr13:-:72759044:TE	9.11	12.72	20.73	17.28	OVERLAP
chr13:-:72758943:TE	9.02	9.88	14.20	13.17	OVERLAP
chr13:-:72755404:TE	2.94	4.46	2.80	5.65	OK
chr13:-:72752172:TE	0.00	1.34	0.27	0.87	OK
chr11:+:63955298:TE	0.29	0.22	1.87	1.30	OK
chr11:+:63957318:TE	10.84	20.42	18.95	21.00	OK
chr11:+:77020589:TE	6.76	1.56	4.00	1.52	OK
chr11:+:77022742:TE	1.18	0.45	0.00	0.00	OK
chr11:+:77023642:TE	4.11	2.23	3.87	1.74	OK
chr11:+:77026591:TE	1.18	1.79	0.40	0.76	OK
chr8:+:96609742:TE	1.32	2.01	0.93	1.63	OVERLAP
chr8:+:96609853:TE	3.23	7.36	2.27	1.20	OVERLAP
chr8:+:96610120:TE	2.64	3.35	0.53	1.09	OVERLAP
chr8:+:96610632:TE	59.26	95.00	50.88	64.15	OVERLAP
chr8:+:96610675:TE	1.18	2.90	1.73	1.52	OVERLAP
chr8:+:96611393:TE	0.59	0.22	0.40	1.20	OVERLAP
chr8:+:96611439:TE	15.87	21.20	3.87	4.67	OVERLAP
chr8:+:96611787:TE	14.10	21.87	12.27	22.61	OVERLAP
chr9:-:37780457:TE	50.22	61.37	49.65	52.95	OK
chr9:-:37779961:TE	2.06	0.22	0.93	0.33	OK
chr3:-:51993923:TE	0.00	0.22	1.47	0.91	OVERLAP
chr3:-:51993775:TE	5.00	0.89	10.80	5.49	OVERLAP
chr3:-:51993608:TE	281.20	203.01	394.65	337.65	OVERLAP
chr6:-:89637065:TE	4.70	2.90	1.20	0.11	OK
chr6:-:89636129:TE	5.04	7.14	13.40	13.38	OK
chr6:-:89635220:TE	12.19	8.03	11.27	5.87	OK
chr6:-:89634224:TE	19.10	16.29	12.71	16.00	OVERLAP
chr6:-:89633829:TE	5.09	3.57	8.13	6.09	OVERLAP
chr6:-:89632269:TE	1.18	1.34	0.53	0.98	OVERLAP
chr6:-:89632226:TE	4.11	2.68	5.08	2.83	OVERLAP
chr19:+:21426986:TE	0.88	7.36	2.03	7.44	OK
chr19:+:21427492:TE	0.29	1.00	0.53	1.74	OK
chr19:+:34501172:TE	66.51	45.08	24.00	15.11	OVERLAP
chr19:+:34501218:TE	2.94	2.23	2.53	0.87	OVERLAP
chr19:+:34506361:TE	1.18	0.45	0.27	0.54	OK
chr5:+:80478051:TE	1.47	9.15	4.40	5.87	OK
chr5:+:80478903:TE	6.36	6.03	7.33	7.99	OVERLAP
chr5:+:80479140:TE	7.64	10.15	12.93	9.94	OVERLAP
chr5:+:80479153:TE	0.00	0.45	1.07	0.76	OVERLAP
chr5:+:80479251:TE	3.23	3.35	2.40	2.39	OVERLAP
chr4:-:1814270:TE	8.52	10.15	8.73	6.79	OVERLAP
chr4:-:1813917:TE	0.29	0.67	1.33	0.22	OVERLAP
chr4:-:1813161:TE	2.20	2.34	2.75	2.99	OVERLAP
chr4:-:1813033:TE	2.64	2.45	3.33	2.17	OVERLAP
chrX:-:155260714:TE	2.06	0.45	3.07	2.39	OK
chrX:-:155258338:TE	1.47	0.00	0.93	0.76	OVERLAP
chrX:-:155258242:TE	1.76	3.79	10.69	8.15	OVERLAP
chr11:-:106007985:TE	1.18	2.01	2.40	2.50	OVERLAP
chr11:-:106007908:TE	27.52	36.41	21.33	29.67	OVERLAP
chr10:-:22534973:TE	27.03	12.94	41.52	26.88	OVERLAP
chr10:-:22534856:TE	5.29	3.57	5.73	4.02	OVERLAP
chr1:-:236550782:TE	0.59	2.90	2.13	1.41	OVERLAP
chr1:-:236550665:TE	21.48	27.00	21.27	24.78	OVERLAP
chr1:-:236550456:TE	3.23	1.79	2.27	2.28	OVERLAP
chr1:-:236550357:TE	4.41	8.03	4.53	6.25	OVERLAP
chr1:-:236549827:TE	0.29	2.01	0.67	1.97	OVERLAP
chr1:-:236549784:TE	2.35	3.12	1.33	1.85	OVERLAP
chr1:-:236549007:TE	4.19	4.69	4.80	3.70	OK
chr6:+:3267780:TE	13.96	22.13	23.88	36.57	OVERLAP
chr6:+:3268060:TE	0.59	5.36	2.84	7.61	OVERLAP
chr17:-:64147672:TE	17.34	24.77	9.24	13.37	OVERLAP
chr17:-:64147436:TE	15.02	8.70	6.93	8.80	OVERLAP
chr15:+:98958732:TE	6.76	13.17	2.53	8.26	OVERLAP
chr15:+:98958815:TE	0.00	1.56	1.73	0.43	OVERLAP
chr15:+:98961420:TE	0.59	2.68	0.80	1.52	OK
chr15:+:98964537:TE	19.20	42.63	18.80	29.56	OK
chr15:-:25338508:TE	2.35	2.68	3.20	4.24	OVERLAP
chr15:-:25338422:TE	1.18	2.34	1.57	1.59	OVERLAP
chr15:-:25337775:TE	7.05	17.93	12.60	12.99	OVERLAP
chr15:-:25337487:TE	6.17	8.70	4.67	4.78	OVERLAP
chr15:-:25337228:TE	14.99	12.00	11.87	13.37	OVERLAP
chr15:-:25334241:TE	0.00	3.57	0.80	3.04	OK
chr15:-:25333729:TE	1.76	3.57	0.53	1.63	OK
chr14:+:96565054:TE	1.47	0.89	1.73	1.09	OK
chr14:+:96567109:TE	96.71	96.30	153.10	131.73	OK
chr12:+:38325542:TE	2.64	6.25	2.00	3.70	OK
chr12:+:38329720:TE	13.21	32.81	9.13	18.04	OK
chr8:-:56963506:TE	2.35	2.68	2.00	2.68	OVERLAP
chr8:-:56963343:TE	0.59	2.90	1.33	1.20	OVERLAP
chr8:-:56963242:TE	1.47	3.35	3.47	2.93	OVERLAP
chr8:-:56963097:TE	0.59	3.57	3.73	2.50	OVERLAP
chr8:-:56962709:TE	22.92	24.77	20.00	14.18	OVERLAP
chr8:-:56962642:TE	0.00	1.12	0.67	0.65	OVERLAP
chr8:-:56959937:TE	0.59	1.56	0.93	0.87	OVERLAP
chr8:-:56959726:TE	2.64	4.02	1.07	2.39	OVERLAP
chr8:-:56959015:TE	2.06	0.45	0.53	0.11	OK
chr8:-:56958183:TE	1.47	0.45	0.67	0.43	OVERLAP
chr8:-:56957932:TE	25.27	30.65	13.20	14.56	OVERLAP
chr1:+:43705466:TE	14.99	7.36	9.07	2.72	OVERLAP
chr1:+:43705514:TE	18.13	4.46	8.73	2.39	OVERLAP
chr13:-:106490587:TE	3.23	3.83	1.73	1.20	OVERLAP
chr13:-:106490465:TE	1.47	0.67	3.07	1.41	OVERLAP
chr13:-:106489751:TE	121.43	138.35	65.81	63.76	OK
chr19:-:40666672:TE	13.47	20.70	14.04	17.44	OVERLAP
chr19:-:40666632:TE	0.00	1.12	0.93	2.28	OVERLAP
chr19:-:40665917:TE	9.11	12.50	6.93	8.04	OK
chr4:+:25929349:TE	0.88	0.67	1.20	1.63	OK
chr4:+:25929811:TE	44.44	40.83	46.31	49.19	OVERLAP
chr4:+:25929878:TE	6.76	6.70	5.87	7.50	OVERLAP
chr12:-:47701582:TE	2.35	0.89	0.53	0.33	OVERLAP
chr12:-:47701531:TE	1.47	1.56	0.93	0.22	OVERLAP
chr3:-:49721499:TE	5.06	1.15	8.93	4.73	OK
chr3:-:49719917:TE	5.58	3.87	8.16	5.00	OK
chr3:-:49716831:TE	2.35	5.18	7.47	6.63	OK
chr1:+:236208455:TE	7.64	16.74	4.53	7.83	OVERLAP
chr1:+:236208556:TE	1.76	4.91	3.07	4.13	OVERLAP
chr1:+:236208717:TE	0.59	5.58	1.87	2.17	OVERLAP
chr1:+:236208906:TE	28.21	25.22	15.87	24.31	OVERLAP
chr7:+:45717480:TE	0.88	0.22	1.33	0.65	OK
chr7:+:45719594:TE	0.29	1.56	0.40	0.43	OK
chr7:+:45723126:TE	7.05	5.36	5.87	5.54	OK
chr5:+:72359233:TE	10.58	7.36	13.33	8.04	OVERLAP
chr5:+:72359290:TE	1.18	0.22	0.40	0.33	OVERLAP
chr5:+:72360091:TE	1.18	0.22	0.13	0.43	OK
chr5:+:72362920:TE	1.47	0.22	1.73	0.54	OK
chr5:+:72368394:TE	2.64	1.56	1.33	4.17	OK
chr18:+:70326657:TE	0.00	1.12	0.93	0.11	OVERLAP
chr18:+:70326754:TE	1.18	0.45	0.67	0.43	OVERLAP
chr18:+:70327011:TE	1.18	0.00	0.13	0.54	OVERLAP
chr18:+:70327117:TE	3.53	3.12	3.93	4.18	OVERLAP
chr18:+:70330198:TE	21.16	15.10	31.65	19.02	OK
chr12:-:118034194:TE	3.23	3.59	1.33	2.72	OVERLAP
chr12:-:118034057:TE	1.47	2.90	5.07	5.54	OVERLAP
chr12:-:118033176:TE	0.29	0.22	0.13	1.20	OVERLAP
chr12:-:118032906:TE	39.38	33.94	42.51	54.70	OVERLAP
chr12:-:118032684:TE	10.58	4.02	6.67	4.78	OVERLAP
chr18:+:74158644:TE	2.35	2.01	0.27	0.98	OVERLAP
chr18:+:74158680:TE	2.35	2.90	1.20	2.17	OVERLAP
chr18:+:74158797:TE	47.36	67.90	42.53	56.93	OVERLAP
chr18:+:74158863:TE	13.03	16.51	18.95	21.08	OVERLAP
chr18:+:74158962:TE	2.64	2.79	2.27	2.28	OVERLAP
chr15:+:82834658:TE	11.75	15.62	13.87	13.69	OVERLAP
chr15:+:82834853:TE	0.59	3.57	2.27	1.30	OVERLAP
chr15:+:82836106:TE	1.76	1.34	1.87	2.17	OK
chr17:-:49297717:TE	0.88	2.68	0.93	0.76	OK
